Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
2010-01-04,0.4238835573196411,0.42686381214080404,0.41517205373806854,0.4243420517547239,800204000
2010-01-05,0.4300733804702759,0.43465838003965196,0.42227886480508464,0.42227886480508464,728648000
2010-01-06,0.43282434344291687,0.4337413323589713,0.4257175836928661,0.4298440884726133,649168000
2010-01-07,0.4243421256542206,0.43236590264489055,0.42113263672095624,0.4305318972564161,547792000
2010-01-08,0.4252590537071228,0.4282393084284449,0.41838155542503297,0.42090328839788327,478168000
2010-01-11,0.4192986488342285,0.429385665227498,0.4133381379050804,0.4275516597624712,556612000
2010-01-12,0.40508508682250977,0.41471360772727794,0.396373582223733,0.4131088633527343,627432000
2010-01-13,0.4105871617794037,0.41196267277202975,0.39201790002273645,0.4078361671229085,508868000
2010-01-14,0.40416818857192993,0.40852392818470734,0.39729068771253884,0.4055436996753118,608524000
2010-01-15,0.3922470808029175,0.40462659608285306,0.38697432581306085,0.40118784639321875,818192000
2010-01-19,0.3995831608772278,0.40210489462391924,0.38812063289417115,0.3892668829596011,545328000
2010-01-20,0.3979783356189728,0.39958310735864366,0.3892668308227384,0.3945395858832555,719728000
2010-01-21,0.3908716142177582,0.4048558744915045,0.38720360345878246,0.3977491138942719,608632000
2010-01-22,0.3773459196090698,0.3933934218801867,0.37505341928462455,0.38628665994290257,1067916000
2010-01-25,0.38376492261886597,0.39110091812702547,0.3807846667574626,0.3835356616569275,643676000
2010-01-26,0.37161457538604736,0.3844525849073835,0.3713853144797278,0.3819308242528791,714636000
2010-01-27,0.3817015588283539,0.38307706959248394,0.367258805119998,0.3713853100836357,812504000
2010-01-28,0.36886367201805115,0.38605745296749266,0.363590915441957,0.3846819417463337,687764000
2010-01-29,0.35281601548194885,0.3771165209818753,0.3473140003144893,0.3729900164384681,774700000
2010-02-01,0.37986767292022705,0.3805554285183487,0.3512113900760703,0.35419164611542364,949832000
2010-02-02,0.38376492261886597,0.388579184189499,0.3773459163009416,0.3784921664531153,849812000
2010-02-03,0.3869742751121521,0.3885790466200621,0.37849203245480467,0.3803260375147378,562296000
2010-02-04,0.3645079433917999,0.3835357034574171,0.36038143692848645,0.3835357034574171,783480000
2010-02-05,0.3718438148498535,0.3727608311608953,0.3576302943231072,0.36404932651414046,604856000
2010-02-08,0.37115612626075745,0.38009689342689296,0.3638201310956326,0.37069763168707925,445160000
